canonical_market_id,carver_instrument,globex_asset,carver_roll_date,carver_from_contract,carver_to_contract,nearest_globex_roll_date,globex_from_contract,globex_to_contract,roll_date_distance_days
brl,BRE,6L,2022-06-10,20220700,20220800,2022-05-30,20220500,20220600,11
brl,BRE,6L,2022-08-12,20220800,20220900,2022-07-28,20220700,20220800,15
brl,BRE,6L,2022-08-30,20220900,20221000,2022-08-31,20220800,20220900,1
brl,BRE,6L,2022-09-05,20221000,20221100,2022-08-31,20220800,20220900,5
brl,BRE,6L,2022-10-10,20221100,20221200,2022-09-29,20220900,20221000,11
brl,BRE,6L,2022-11-29,20221200,20230100,2022-11-30,20221100,20221200,1
brl,BRE,6L,2023-01-05,20230100,20230200,2022-12-26,20221200,20230100,10
brl,BRE,6L,2023-01-06,20230200,20230300,2022-12-26,20221200,20230100,11
brl,BRE,6L,2023-02-22,20230300,20230400,2023-02-27,20230200,20230300,5
brl,BRE,6L,2023-04-12,20230400,20230600,2023-03-31,20230300,20230400,12
brl,BRE,6L,2023-05-23,20230600,20230700,2023-05-30,20230500,20230600,7
brl,BRE,6L,2023-07-05,20230700,20230800,2023-06-30,20230600,20230700,5
brl,BRE,6L,2023-07-25,20230800,20230900,2023-07-31,20230700,20230800,6
brl,BRE,6L,2023-08-22,20230900,20231000,2023-08-31,20230800,20230900,9
brl,BRE,6L,2023-09-22,20231000,20231100,2023-09-29,20230900,20231000,7
brl,BRE,6L,2023-10-13,20231100,20231200,2023-09-29,20230900,20231000,14
brl,BRE,6L,2023-11-20,20231200,20240100,2023-11-30,20231100,20231200,10
brl,BRE,6L,2023-12-21,20240100,20240200,2023-12-28,20231200,20240100,7
brl,BRE,6L,2024-01-08,20240200,20240300,2023-12-28,20231200,20240100,11
brl,BRE,6L,2024-02-23,20240300,20240400,2024-02-29,20240200,20240300,6
brl,BRE,6L,2024-03-20,20240400,20240500,2024-03-28,20240300,20240400,8
