canonical_market_id,carver_instrument,globex_asset,trade_date,present_in,missing_from
us_2y,US2,ZT,2010-09-28,globex,pysystemtrade
us_2y,US2,ZT,2010-10-11,globex,pysystemtrade
us_2y,US2,ZT,2010-11-11,globex,pysystemtrade
us_2y,US2,ZT,2010-11-25,globex,pysystemtrade
us_2y,US2,ZT,2011-01-17,globex,pysystemtrade
us_2y,US2,ZT,2011-02-21,globex,pysystemtrade
us_2y,US2,ZT,2011-03-22,globex,pysystemtrade
us_2y,US2,ZT,2011-04-11,globex,pysystemtrade
us_2y,US2,ZT,2011-05-30,globex,pysystemtrade
us_2y,US2,ZT,2011-07-04,globex,pysystemtrade
us_2y,US2,ZT,2011-07-27,globex,pysystemtrade
us_2y,US2,ZT,2011-09-05,globex,pysystemtrade
us_2y,US2,ZT,2011-11-24,globex,pysystemtrade
us_2y,US2,ZT,2012-01-16,globex,pysystemtrade
us_2y,US2,ZT,2012-02-20,globex,pysystemtrade
us_2y,US2,ZT,2012-03-12,globex,pysystemtrade
us_2y,US2,ZT,2012-05-28,globex,pysystemtrade
us_2y,US2,ZT,2012-07-04,globex,pysystemtrade
us_2y,US2,ZT,2012-09-03,globex,pysystemtrade
us_2y,US2,ZT,2012-11-22,globex,pysystemtrade
us_2y,US2,ZT,2013-01-21,globex,pysystemtrade
us_2y,US2,ZT,2013-02-18,globex,pysystemtrade
us_2y,US2,ZT,2013-05-27,globex,pysystemtrade
us_2y,US2,ZT,2013-07-04,globex,pysystemtrade
us_2y,US2,ZT,2013-09-02,globex,pysystemtrade
us_2y,US2,ZT,2013-12-25,pysystemtrade,globex
us_2y,US2,ZT,2014-01-01,pysystemtrade,globex
us_2y,US2,ZT,2014-01-20,globex,pysystemtrade
us_2y,US2,ZT,2014-02-17,globex,pysystemtrade
us_2y,US2,ZT,2014-03-24,globex,pysystemtrade
us_2y,US2,ZT,2014-05-26,globex,pysystemtrade
us_2y,US2,ZT,2014-06-04,globex,pysystemtrade
us_2y,US2,ZT,2014-07-03,globex,pysystemtrade
us_2y,US2,ZT,2014-09-01,globex,pysystemtrade
us_2y,US2,ZT,2014-10-03,pysystemtrade,globex
us_2y,US2,ZT,2014-12-25,globex,pysystemtrade
us_2y,US2,ZT,2014-12-26,globex,pysystemtrade
us_2y,US2,ZT,2015-01-01,globex,pysystemtrade
us_2y,US2,ZT,2015-04-03,globex,pysystemtrade
us_2y,US2,ZT,2015-08-31,globex,pysystemtrade
us_2y,US2,ZT,2015-09-01,globex,pysystemtrade
us_2y,US2,ZT,2016-12-26,globex,pysystemtrade
us_2y,US2,ZT,2017-01-02,globex,pysystemtrade
us_2y,US2,ZT,2017-07-10,globex,pysystemtrade
us_2y,US2,ZT,2017-07-11,globex,pysystemtrade
us_2y,US2,ZT,2020-02-28,pysystemtrade,globex
us_2y,US2,ZT,2020-07-03,globex,pysystemtrade
us_2y,US2,ZT,2020-09-07,globex,pysystemtrade
us_2y,US2,ZT,2020-11-26,globex,pysystemtrade
us_2y,US2,ZT,2021-01-18,globex,pysystemtrade
us_2y,US2,ZT,2021-02-15,globex,pysystemtrade
us_2y,US2,ZT,2021-04-02,globex,pysystemtrade
us_2y,US2,ZT,2021-05-31,globex,pysystemtrade
us_2y,US2,ZT,2021-07-05,globex,pysystemtrade
us_2y,US2,ZT,2021-09-06,globex,pysystemtrade
us_2y,US2,ZT,2021-11-25,globex,pysystemtrade
us_2y,US2,ZT,2022-01-17,globex,pysystemtrade
us_2y,US2,ZT,2022-02-21,globex,pysystemtrade
us_2y,US2,ZT,2022-05-30,globex,pysystemtrade
us_2y,US2,ZT,2022-06-20,globex,pysystemtrade
us_2y,US2,ZT,2022-07-04,globex,pysystemtrade
us_2y,US2,ZT,2022-09-05,globex,pysystemtrade
us_2y,US2,ZT,2022-11-24,globex,pysystemtrade
us_2y,US2,ZT,2022-12-26,globex,pysystemtrade
us_2y,US2,ZT,2023-01-02,globex,pysystemtrade
us_2y,US2,ZT,2023-01-16,globex,pysystemtrade
us_2y,US2,ZT,2023-02-20,globex,pysystemtrade
us_2y,US2,ZT,2023-04-07,globex,pysystemtrade
us_2y,US2,ZT,2023-05-29,globex,pysystemtrade
us_2y,US2,ZT,2023-06-19,globex,pysystemtrade
us_2y,US2,ZT,2023-07-04,globex,pysystemtrade
us_2y,US2,ZT,2023-09-04,globex,pysystemtrade
us_2y,US2,ZT,2023-11-23,globex,pysystemtrade
us_2y,US2,ZT,2023-12-25,globex,pysystemtrade
us_2y,US2,ZT,2024-01-01,globex,pysystemtrade
us_2y,US2,ZT,2024-01-15,globex,pysystemtrade
us_2y,US2,ZT,2024-02-19,globex,pysystemtrade
corn,CORN,ZC,2010-07-05,globex,pysystemtrade
corn,CORN,ZC,2010-09-06,globex,pysystemtrade
corn,CORN,ZC,2010-09-08,globex,pysystemtrade
corn,CORN,ZC,2010-09-28,globex,pysystemtrade
corn,CORN,ZC,2011-04-11,globex,pysystemtrade
corn,CORN,ZC,2011-05-30,globex,pysystemtrade
corn,CORN,ZC,2011-07-04,globex,pysystemtrade
corn,CORN,ZC,2011-09-05,globex,pysystemtrade
corn,CORN,ZC,2012-03-12,globex,pysystemtrade
corn,CORN,ZC,2012-04-06,pysystemtrade,globex
corn,CORN,ZC,2014-03-24,globex,pysystemtrade
corn,CORN,ZC,2014-04-04,globex,pysystemtrade
corn,CORN,ZC,2014-04-08,globex,pysystemtrade
corn,CORN,ZC,2014-04-09,globex,pysystemtrade
corn,CORN,ZC,2014-06-11,pysystemtrade,globex
corn,CORN,ZC,2014-07-31,globex,pysystemtrade
corn,CORN,ZC,2014-08-01,globex,pysystemtrade
corn,CORN,ZC,2014-08-04,globex,pysystemtrade
corn,CORN,ZC,2014-08-05,globex,pysystemtrade
corn,CORN,ZC,2014-10-03,pysystemtrade,globex
corn,CORN,ZC,2014-12-26,globex,pysystemtrade
corn,CORN,ZC,2015-01-19,pysystemtrade,globex
corn,CORN,ZC,2015-02-16,pysystemtrade,globex
corn,CORN,ZC,2015-05-25,pysystemtrade,globex
corn,CORN,ZC,2015-09-01,globex,pysystemtrade
corn,CORN,ZC,2015-09-07,pysystemtrade,globex
corn,CORN,ZC,2015-10-29,globex,pysystemtrade
corn,CORN,ZC,2015-10-30,globex,pysystemtrade
corn,CORN,ZC,2015-11-26,pysystemtrade,globex
corn,CORN,ZC,2016-01-18,pysystemtrade,globex
corn,CORN,ZC,2016-02-15,pysystemtrade,globex
corn,CORN,ZC,2016-05-30,pysystemtrade,globex
corn,CORN,ZC,2016-09-05,pysystemtrade,globex
corn,CORN,ZC,2016-11-24,pysystemtrade,globex
corn,CORN,ZC,2017-01-16,pysystemtrade,globex
corn,CORN,ZC,2017-02-20,pysystemtrade,globex
corn,CORN,ZC,2017-05-29,pysystemtrade,globex
corn,CORN,ZC,2017-07-10,globex,pysystemtrade
corn,CORN,ZC,2017-07-11,globex,pysystemtrade
corn,CORN,ZC,2017-09-04,pysystemtrade,globex
corn,CORN,ZC,2018-01-15,pysystemtrade,globex
corn,CORN,ZC,2018-02-19,pysystemtrade,globex
corn,CORN,ZC,2018-05-28,pysystemtrade,globex
corn,CORN,ZC,2018-09-03,pysystemtrade,globex
corn,CORN,ZC,2019-01-21,pysystemtrade,globex
corn,CORN,ZC,2019-02-18,pysystemtrade,globex
corn,CORN,ZC,2019-05-27,pysystemtrade,globex
corn,CORN,ZC,2019-09-02,pysystemtrade,globex
corn,CORN,ZC,2019-10-18,globex,pysystemtrade
corn,CORN,ZC,2019-10-21,globex,pysystemtrade
corn,CORN,ZC,2019-10-22,globex,pysystemtrade
corn,CORN,ZC,2019-10-28,globex,pysystemtrade
corn,CORN,ZC,2019-10-29,globex,pysystemtrade
corn,CORN,ZC,2019-10-30,globex,pysystemtrade
corn,CORN,ZC,2019-11-05,globex,pysystemtrade
corn,CORN,ZC,2019-11-11,globex,pysystemtrade
corn,CORN,ZC,2019-11-12,globex,pysystemtrade
corn,CORN,ZC,2019-11-13,globex,pysystemtrade
corn,CORN,ZC,2019-11-19,globex,pysystemtrade
corn,CORN,ZC,2019-11-20,globex,pysystemtrade
corn,CORN,ZC,2019-11-28,pysystemtrade,globex
corn,CORN,ZC,2019-12-19,globex,pysystemtrade
corn,CORN,ZC,2019-12-23,globex,pysystemtrade
corn,CORN,ZC,2019-12-24,globex,pysystemtrade
corn,CORN,ZC,2019-12-26,globex,pysystemtrade
corn,CORN,ZC,2019-12-27,globex,pysystemtrade
corn,CORN,ZC,2019-12-30,globex,pysystemtrade
corn,CORN,ZC,2019-12-31,globex,pysystemtrade
corn,CORN,ZC,2020-01-02,globex,pysystemtrade
corn,CORN,ZC,2020-01-03,globex,pysystemtrade
corn,CORN,ZC,2020-01-20,pysystemtrade,globex
corn,CORN,ZC,2020-02-18,globex,pysystemtrade
corn,CORN,ZC,2020-02-19,globex,pysystemtrade
corn,CORN,ZC,2020-02-20,globex,pysystemtrade
corn,CORN,ZC,2020-02-21,globex,pysystemtrade
corn,CORN,ZC,2020-02-28,pysystemtrade,globex
corn,CORN,ZC,2020-04-06,globex,pysystemtrade
corn,CORN,ZC,2020-04-13,globex,pysystemtrade
corn,CORN,ZC,2020-05-18,globex,pysystemtrade
soybean_oil,SOYOIL,ZL,2014-06-11,pysystemtrade,globex
soybean_oil,SOYOIL,ZL,2014-10-03,pysystemtrade,globex
soybean_oil,SOYOIL,ZL,2020-02-28,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2010-07-05,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2010-09-06,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2011-05-30,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2011-07-04,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2011-09-05,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2012-04-06,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2014-03-24,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2014-04-04,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2014-04-08,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2014-04-09,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2014-06-11,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2014-08-01,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2014-08-04,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2014-08-05,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2014-10-03,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2014-12-26,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2015-01-19,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2015-02-16,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2015-05-25,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2015-09-01,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2015-09-07,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2015-10-29,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2015-10-30,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2015-11-26,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2016-01-18,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2016-02-15,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2016-05-30,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2016-08-05,globex,pysystemtrade
soybeans,SOYBEAN,ZS,2016-09-05,pysystemtrade,globex
soybeans,SOYBEAN,ZS,2020-02-28,pysystemtrade,globex
wheat,WHEAT,ZW,2010-07-05,globex,pysystemtrade
wheat,WHEAT,ZW,2010-09-06,globex,pysystemtrade
wheat,WHEAT,ZW,2011-05-30,globex,pysystemtrade
wheat,WHEAT,ZW,2011-07-04,globex,pysystemtrade
wheat,WHEAT,ZW,2011-09-05,globex,pysystemtrade
wheat,WHEAT,ZW,2012-04-06,pysystemtrade,globex
wheat,WHEAT,ZW,2014-06-11,pysystemtrade,globex
wheat,WHEAT,ZW,2014-10-03,pysystemtrade,globex
wheat,WHEAT,ZW,2019-05-27,pysystemtrade,globex
wheat,WHEAT,ZW,2019-09-02,pysystemtrade,globex
wheat,WHEAT,ZW,2020-01-20,pysystemtrade,globex
wheat,WHEAT,ZW,2020-02-17,pysystemtrade,globex
wheat,WHEAT,ZW,2020-02-28,pysystemtrade,globex
wheat,WHEAT,ZW,2020-05-25,pysystemtrade,globex
jpy,JPY,6J,2010-07-05,globex,pysystemtrade
jpy,JPY,6J,2010-09-06,globex,pysystemtrade
jpy,JPY,6J,2010-11-25,globex,pysystemtrade
jpy,JPY,6J,2011-01-17,globex,pysystemtrade
jpy,JPY,6J,2011-02-21,globex,pysystemtrade
jpy,JPY,6J,2011-05-30,globex,pysystemtrade
jpy,JPY,6J,2011-07-04,globex,pysystemtrade
jpy,JPY,6J,2011-09-05,globex,pysystemtrade
jpy,JPY,6J,2011-11-24,globex,pysystemtrade
jpy,JPY,6J,2012-01-16,globex,pysystemtrade
jpy,JPY,6J,2012-02-20,globex,pysystemtrade
jpy,JPY,6J,2012-03-12,globex,pysystemtrade
jpy,JPY,6J,2012-05-28,globex,pysystemtrade
jpy,JPY,6J,2012-07-04,globex,pysystemtrade
jpy,JPY,6J,2012-09-03,globex,pysystemtrade
jpy,JPY,6J,2012-11-22,globex,pysystemtrade
jpy,JPY,6J,2013-01-21,globex,pysystemtrade
jpy,JPY,6J,2013-02-18,globex,pysystemtrade
jpy,JPY,6J,2013-05-27,globex,pysystemtrade
jpy,JPY,6J,2013-07-04,globex,pysystemtrade
jpy,JPY,6J,2013-09-02,globex,pysystemtrade
jpy,JPY,6J,2014-01-20,globex,pysystemtrade
jpy,JPY,6J,2014-03-24,globex,pysystemtrade
jpy,JPY,6J,2014-04-04,globex,pysystemtrade
jpy,JPY,6J,2014-04-09,globex,pysystemtrade
jpy,JPY,6J,2014-05-26,globex,pysystemtrade
jpy,JPY,6J,2014-06-12,pysystemtrade,globex
jpy,JPY,6J,2014-06-13,pysystemtrade,globex
jpy,JPY,6J,2014-08-01,globex,pysystemtrade
jpy,JPY,6J,2014-08-04,globex,pysystemtrade
jpy,JPY,6J,2014-08-05,globex,pysystemtrade
jpy,JPY,6J,2014-09-23,pysystemtrade,globex
jpy,JPY,6J,2014-09-24,pysystemtrade,globex
jpy,JPY,6J,2014-09-25,pysystemtrade,globex
jpy,JPY,6J,2014-12-25,globex,pysystemtrade
jpy,JPY,6J,2014-12-26,globex,pysystemtrade
jpy,JPY,6J,2014-12-31,pysystemtrade,globex
jpy,JPY,6J,2015-01-01,globex,pysystemtrade
jpy,JPY,6J,2015-04-03,globex,pysystemtrade
jpy,JPY,6J,2015-09-01,globex,pysystemtrade
jpy,JPY,6J,2015-10-30,globex,pysystemtrade
jpy,JPY,6J,2016-12-26,globex,pysystemtrade
jpy,JPY,6J,2017-01-02,globex,pysystemtrade
jpy,JPY,6J,2017-07-11,globex,pysystemtrade
jpy,JPY,6J,2017-12-25,globex,pysystemtrade
jpy,JPY,6J,2018-01-01,globex,pysystemtrade
jpy,JPY,6J,2018-06-07,globex,pysystemtrade
jpy,JPY,6J,2018-09-04,globex,pysystemtrade
jpy,JPY,6J,2018-09-11,globex,pysystemtrade
jpy,JPY,6J,2018-09-12,globex,pysystemtrade
jpy,JPY,6J,2018-09-17,globex,pysystemtrade
jpy,JPY,6J,2018-09-18,globex,pysystemtrade
jpy,JPY,6J,2018-09-24,globex,pysystemtrade
jpy,JPY,6J,2018-10-02,globex,pysystemtrade
jpy,JPY,6J,2018-10-08,globex,pysystemtrade
jpy,JPY,6J,2018-10-09,globex,pysystemtrade
jpy,JPY,6J,2018-10-10,globex,pysystemtrade
jpy,JPY,6J,2018-10-15,globex,pysystemtrade
jpy,JPY,6J,2018-10-22,globex,pysystemtrade
jpy,JPY,6J,2018-10-23,globex,pysystemtrade
jpy,JPY,6J,2018-10-24,globex,pysystemtrade
jpy,JPY,6J,2018-10-25,globex,pysystemtrade
jpy,JPY,6J,2018-11-05,globex,pysystemtrade
jpy,JPY,6J,2018-11-06,globex,pysystemtrade
jpy,JPY,6J,2018-11-12,globex,pysystemtrade
jpy,JPY,6J,2018-11-13,globex,pysystemtrade
jpy,JPY,6J,2018-11-19,globex,pysystemtrade
jpy,JPY,6J,2018-11-26,globex,pysystemtrade
jpy,JPY,6J,2018-12-03,globex,pysystemtrade
jpy,JPY,6J,2018-12-11,globex,pysystemtrade
jpy,JPY,6J,2020-07-03,globex,pysystemtrade
jpy,JPY,6J,2020-09-07,globex,pysystemtrade
jpy,JPY,6J,2020-11-26,globex,pysystemtrade
jpy,JPY,6J,2021-01-18,globex,pysystemtrade
jpy,JPY,6J,2021-02-15,globex,pysystemtrade
jpy,JPY,6J,2021-04-02,globex,pysystemtrade
jpy,JPY,6J,2021-05-31,globex,pysystemtrade
jpy,JPY,6J,2021-07-05,globex,pysystemtrade
jpy,JPY,6J,2021-09-06,globex,pysystemtrade
jpy,JPY,6J,2021-11-25,globex,pysystemtrade
jpy,JPY,6J,2022-12-26,globex,pysystemtrade
jpy,JPY,6J,2023-01-02,globex,pysystemtrade
jpy,JPY,6J,2023-04-07,globex,pysystemtrade
jpy,JPY,6J,2023-12-25,globex,pysystemtrade
jpy,JPY,6J,2024-01-01,globex,pysystemtrade
mxn,MXP,6M,2010-07-05,globex,pysystemtrade
mxn,MXP,6M,2010-09-06,globex,pysystemtrade
mxn,MXP,6M,2010-11-25,globex,pysystemtrade
mxn,MXP,6M,2011-01-17,globex,pysystemtrade
mxn,MXP,6M,2011-02-21,globex,pysystemtrade
mxn,MXP,6M,2011-05-30,globex,pysystemtrade
mxn,MXP,6M,2011-07-04,globex,pysystemtrade
mxn,MXP,6M,2011-09-05,globex,pysystemtrade
mxn,MXP,6M,2011-11-24,globex,pysystemtrade
mxn,MXP,6M,2012-01-16,globex,pysystemtrade
mxn,MXP,6M,2012-02-20,globex,pysystemtrade
mxn,MXP,6M,2012-05-28,globex,pysystemtrade
mxn,MXP,6M,2012-07-04,globex,pysystemtrade
mxn,MXP,6M,2012-09-03,globex,pysystemtrade
mxn,MXP,6M,2012-11-22,globex,pysystemtrade
mxn,MXP,6M,2013-01-21,globex,pysystemtrade
mxn,MXP,6M,2013-02-18,globex,pysystemtrade
mxn,MXP,6M,2013-05-27,globex,pysystemtrade
mxn,MXP,6M,2013-07-04,globex,pysystemtrade
mxn,MXP,6M,2013-09-02,globex,pysystemtrade
mxn,MXP,6M,2013-11-28,pysystemtrade,globex
mxn,MXP,6M,2013-12-31,pysystemtrade,globex
mxn,MXP,6M,2014-01-20,globex,pysystemtrade
mxn,MXP,6M,2014-02-17,globex,pysystemtrade
mxn,MXP,6M,2014-03-24,globex,pysystemtrade
mxn,MXP,6M,2014-04-04,globex,pysystemtrade
mxn,MXP,6M,2014-04-09,globex,pysystemtrade
mxn,MXP,6M,2014-05-26,globex,pysystemtrade
mxn,MXP,6M,2014-06-12,pysystemtrade,globex
mxn,MXP,6M,2014-06-13,pysystemtrade,globex
mxn,MXP,6M,2014-08-01,globex,pysystemtrade
mxn,MXP,6M,2014-08-04,globex,pysystemtrade
mxn,MXP,6M,2014-08-05,globex,pysystemtrade
mxn,MXP,6M,2014-09-23,pysystemtrade,globex
mxn,MXP,6M,2014-09-24,pysystemtrade,globex
mxn,MXP,6M,2014-09-25,pysystemtrade,globex
mxn,MXP,6M,2014-12-25,globex,pysystemtrade
mxn,MXP,6M,2014-12-26,globex,pysystemtrade
mxn,MXP,6M,2014-12-31,pysystemtrade,globex
mxn,MXP,6M,2015-01-01,globex,pysystemtrade
mxn,MXP,6M,2015-04-03,globex,pysystemtrade
mxn,MXP,6M,2015-09-01,globex,pysystemtrade
mxn,MXP,6M,2015-10-30,globex,pysystemtrade
mxn,MXP,6M,2016-12-26,globex,pysystemtrade
mxn,MXP,6M,2017-01-02,globex,pysystemtrade
mxn,MXP,6M,2017-07-11,globex,pysystemtrade
mxn,MXP,6M,2017-12-25,globex,pysystemtrade
mxn,MXP,6M,2018-01-01,globex,pysystemtrade
mxn,MXP,6M,2018-06-07,globex,pysystemtrade
mxn,MXP,6M,2018-09-04,globex,pysystemtrade
mxn,MXP,6M,2018-09-11,globex,pysystemtrade
mxn,MXP,6M,2018-09-12,globex,pysystemtrade
mxn,MXP,6M,2018-09-17,globex,pysystemtrade
mxn,MXP,6M,2018-09-18,globex,pysystemtrade
mxn,MXP,6M,2018-09-24,globex,pysystemtrade
mxn,MXP,6M,2018-10-02,globex,pysystemtrade
mxn,MXP,6M,2018-10-08,globex,pysystemtrade
mxn,MXP,6M,2018-10-09,globex,pysystemtrade
mxn,MXP,6M,2018-10-10,globex,pysystemtrade
mxn,MXP,6M,2018-10-15,globex,pysystemtrade
mxn,MXP,6M,2018-10-22,globex,pysystemtrade
mxn,MXP,6M,2018-10-23,globex,pysystemtrade
mxn,MXP,6M,2018-10-24,globex,pysystemtrade
mxn,MXP,6M,2018-10-25,globex,pysystemtrade
mxn,MXP,6M,2018-11-05,globex,pysystemtrade
mxn,MXP,6M,2018-11-06,globex,pysystemtrade
mxn,MXP,6M,2018-11-12,globex,pysystemtrade
mxn,MXP,6M,2018-11-13,globex,pysystemtrade
mxn,MXP,6M,2018-11-19,globex,pysystemtrade
mxn,MXP,6M,2018-11-26,globex,pysystemtrade
mxn,MXP,6M,2018-12-03,globex,pysystemtrade
mxn,MXP,6M,2018-12-11,globex,pysystemtrade
mxn,MXP,6M,2020-07-03,globex,pysystemtrade
mxn,MXP,6M,2020-09-07,globex,pysystemtrade
mxn,MXP,6M,2020-11-26,globex,pysystemtrade
mxn,MXP,6M,2020-12-01,globex,pysystemtrade
mxn,MXP,6M,2020-12-02,globex,pysystemtrade
mxn,MXP,6M,2020-12-03,globex,pysystemtrade
mxn,MXP,6M,2020-12-04,globex,pysystemtrade
mxn,MXP,6M,2020-12-07,globex,pysystemtrade
mxn,MXP,6M,2021-01-18,globex,pysystemtrade
mxn,MXP,6M,2021-02-15,globex,pysystemtrade
mxn,MXP,6M,2021-04-02,globex,pysystemtrade
mxn,MXP,6M,2021-05-31,globex,pysystemtrade
mxn,MXP,6M,2021-07-05,globex,pysystemtrade
mxn,MXP,6M,2021-09-06,globex,pysystemtrade
mxn,MXP,6M,2021-11-25,globex,pysystemtrade
mxn,MXP,6M,2022-12-26,globex,pysystemtrade
mxn,MXP,6M,2023-01-02,globex,pysystemtrade
mxn,MXP,6M,2023-04-07,globex,pysystemtrade
mxn,MXP,6M,2023-12-25,globex,pysystemtrade
mxn,MXP,6M,2024-01-01,globex,pysystemtrade
brl,BRE,6L,2010-06-07,pysystemtrade,globex
brl,BRE,6L,2010-06-08,pysystemtrade,globex
brl,BRE,6L,2010-06-09,pysystemtrade,globex
brl,BRE,6L,2010-06-10,pysystemtrade,globex
brl,BRE,6L,2010-06-11,pysystemtrade,globex
brl,BRE,6L,2010-06-16,pysystemtrade,globex
brl,BRE,6L,2010-06-17,pysystemtrade,globex
brl,BRE,6L,2010-06-18,pysystemtrade,globex
brl,BRE,6L,2010-06-21,pysystemtrade,globex
brl,BRE,6L,2010-06-22,pysystemtrade,globex
brl,BRE,6L,2010-06-23,pysystemtrade,globex
brl,BRE,6L,2010-06-24,pysystemtrade,globex
brl,BRE,6L,2010-06-25,pysystemtrade,globex
brl,BRE,6L,2010-06-28,pysystemtrade,globex
brl,BRE,6L,2010-06-29,pysystemtrade,globex
brl,BRE,6L,2010-06-30,pysystemtrade,globex
brl,BRE,6L,2010-07-02,pysystemtrade,globex
brl,BRE,6L,2010-07-06,pysystemtrade,globex
brl,BRE,6L,2010-07-07,pysystemtrade,globex
brl,BRE,6L,2010-07-08,pysystemtrade,globex
brl,BRE,6L,2010-07-09,pysystemtrade,globex
brl,BRE,6L,2010-07-12,pysystemtrade,globex
brl,BRE,6L,2010-07-13,pysystemtrade,globex
brl,BRE,6L,2010-07-14,pysystemtrade,globex
brl,BRE,6L,2010-07-15,pysystemtrade,globex
brl,BRE,6L,2010-07-16,pysystemtrade,globex
brl,BRE,6L,2010-07-19,pysystemtrade,globex
brl,BRE,6L,2010-07-20,pysystemtrade,globex
brl,BRE,6L,2010-07-21,pysystemtrade,globex
brl,BRE,6L,2010-07-22,pysystemtrade,globex
brl,BRE,6L,2010-07-23,pysystemtrade,globex
brl,BRE,6L,2010-07-26,pysystemtrade,globex
brl,BRE,6L,2010-07-27,pysystemtrade,globex
brl,BRE,6L,2010-07-28,pysystemtrade,globex
brl,BRE,6L,2010-07-29,pysystemtrade,globex
brl,BRE,6L,2010-07-30,pysystemtrade,globex
brl,BRE,6L,2010-08-02,pysystemtrade,globex
brl,BRE,6L,2010-08-03,pysystemtrade,globex
brl,BRE,6L,2010-08-04,pysystemtrade,globex
brl,BRE,6L,2010-08-05,pysystemtrade,globex
brl,BRE,6L,2010-08-06,pysystemtrade,globex
brl,BRE,6L,2010-08-09,pysystemtrade,globex
brl,BRE,6L,2010-08-10,pysystemtrade,globex
brl,BRE,6L,2010-08-11,pysystemtrade,globex
brl,BRE,6L,2010-08-12,pysystemtrade,globex
brl,BRE,6L,2010-08-13,pysystemtrade,globex
brl,BRE,6L,2010-08-16,pysystemtrade,globex
brl,BRE,6L,2010-08-17,pysystemtrade,globex
brl,BRE,6L,2010-08-18,pysystemtrade,globex
brl,BRE,6L,2010-08-19,pysystemtrade,globex
brl,BRE,6L,2010-08-20,pysystemtrade,globex
brl,BRE,6L,2010-08-23,pysystemtrade,globex
brl,BRE,6L,2010-08-24,pysystemtrade,globex
brl,BRE,6L,2010-08-25,pysystemtrade,globex
brl,BRE,6L,2010-08-26,pysystemtrade,globex
brl,BRE,6L,2010-08-27,pysystemtrade,globex
brl,BRE,6L,2010-08-30,pysystemtrade,globex
brl,BRE,6L,2010-08-31,pysystemtrade,globex
brl,BRE,6L,2010-09-01,pysystemtrade,globex
brl,BRE,6L,2010-09-02,pysystemtrade,globex
brl,BRE,6L,2010-09-03,pysystemtrade,globex
brl,BRE,6L,2010-09-07,pysystemtrade,globex
brl,BRE,6L,2010-09-08,pysystemtrade,globex
brl,BRE,6L,2010-09-09,pysystemtrade,globex
brl,BRE,6L,2010-09-10,pysystemtrade,globex
brl,BRE,6L,2010-09-13,pysystemtrade,globex
brl,BRE,6L,2010-09-14,pysystemtrade,globex
brl,BRE,6L,2010-09-15,pysystemtrade,globex
brl,BRE,6L,2010-09-16,pysystemtrade,globex
brl,BRE,6L,2010-09-17,pysystemtrade,globex
brl,BRE,6L,2010-09-20,pysystemtrade,globex
brl,BRE,6L,2010-09-21,pysystemtrade,globex
brl,BRE,6L,2010-09-22,pysystemtrade,globex
brl,BRE,6L,2010-09-23,pysystemtrade,globex
brl,BRE,6L,2010-09-24,pysystemtrade,globex
brl,BRE,6L,2010-09-27,pysystemtrade,globex
brl,BRE,6L,2010-09-28,pysystemtrade,globex
brl,BRE,6L,2010-09-29,pysystemtrade,globex
brl,BRE,6L,2010-09-30,pysystemtrade,globex
brl,BRE,6L,2010-10-01,pysystemtrade,globex
brl,BRE,6L,2010-10-04,pysystemtrade,globex
brl,BRE,6L,2010-10-05,pysystemtrade,globex
brl,BRE,6L,2010-10-06,pysystemtrade,globex
brl,BRE,6L,2010-10-07,pysystemtrade,globex
brl,BRE,6L,2010-10-08,pysystemtrade,globex
brl,BRE,6L,2010-10-11,pysystemtrade,globex
brl,BRE,6L,2010-10-12,pysystemtrade,globex
brl,BRE,6L,2010-10-13,pysystemtrade,globex
brl,BRE,6L,2010-10-14,pysystemtrade,globex
brl,BRE,6L,2010-10-15,pysystemtrade,globex
brl,BRE,6L,2010-10-18,pysystemtrade,globex
brl,BRE,6L,2010-10-19,pysystemtrade,globex
brl,BRE,6L,2010-10-20,pysystemtrade,globex
