scheme,start,end,window_years,sharpe,mtm_sharpe,ret_yr,total_pnl,win_rate,max_dd_pct,max_dd_usd,total_trades,cum_avg_sharpe,cum_avg_ret_yr,timestamp,strategy,period,quantity,dte_target,dte_range,delta_target,delta_range,initial_capital,final_capital,roi,avg_win,max_win,avg_loss,max_loss,winning_trades,avg_days_held,peak_capital,trough_capital,dd_duration,execution_time,max_positions,early_close_after_dit,early_close_on_dte,leverage,max_margin,max_spread_width,max_trade_loss,param_string,vix_range,vix_max,use_iv,sl,tp,avg_premium,trade_selection,premium_ratio,short_delta_target,long_delta_target
A_rolling_90d_slide,2010-01-01,2011-01-01,0.999,-1.945168388385745,-0.9640354055176468,-220.33,-1237.22,0.33,1.65,1655.10,6,,,2026-07-12 00:30:13,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,98762.78,-36.21,432.88,447.88,-525.75,-637.12,2,44.8,100417.88,98762.78,4,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2010-01-01:2011-01-01,,,"","","",437.92,premium first,,"",""
A_rolling_90d_slide,2010-04-01,2011-04-01,0.999,0.5145434319282252,-0.10846181606210713,-26.85,-152.72,0.5,0.84,838.24,6,,,2026-07-12 00:30:14,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,99847.28,-2.42,434.21,468.88,-485.12,-617.12,3,44.8,100277.64,99439.4,2,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2010-04-01:2011-04-01,,,"","","",430.67,premium first,,"",""
A_rolling_90d_slide,2010-06-30,2011-06-30,0.999,-1.975086214204482,-0.9658615595931132,-218.24,-1218.72,0.33,1.66,1666.60,6,,,2026-07-12 00:30:14,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,98781.28,-35.23,442.38,447.88,-525.87,-626.12,2,44.8,100447.88,98781.28,4,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2010-06-30:2011-06-30,,,"","","",441.0,premium first,,"",""
A_rolling_90d_slide,2010-09-28,2011-09-28,0.999,1.2141495976244607,0.5296071025889622,141.04,794.78,0.67,0.84,838.24,6,,,2026-07-12 00:30:15,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,100794.78,24.71,408.25,486.88,-419.12,-597.12,4,44.8,100000.0,99161.76,4,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2010-09-28:2011-09-28,,,"","","",435.92,premium first,,"",""
A_rolling_90d_slide,2010-12-27,2011-12-27,0.999,-0.2141084878439722,-1.0762998377072455,-167.03,-910.84,0.43,1.39,1388.98,7,,,2026-07-12 00:30:16,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,99089.16,-21.48,462.38,477.38,-574.5,-626.12,3,44.6,100000.0,98611.02,6,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2010-12-27:2011-12-27,,,"","","",454.14,premium first,,"",""
A_rolling_90d_slide,2011-03-27,2012-03-26,0.999,0.28163655575604435,0.41930315904795284,123.11,653.78,0.67,0.57,572.12,6,,,2026-07-12 00:30:16,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,100653.78,18.11,424.5,486.88,-522.12,-572.12,4,44.8,101225.9,100653.78,1,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2011-03-27:2012-03-26,,,"","","",468.42,premium first,,"",""
A_rolling_90d_slide,2011-06-25,2012-06-24,0.999,-0.34855803687470077,-0.6431491114320782,-193.42,-1025.34,0.43,1.27,1271.72,7,,,2026-07-12 00:30:17,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,98974.66,-26.06,398.88,477.38,-555.5,-601.62,3,44.3,100000.0,98728.28,6,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2011-06-25:2012-06-24,,,"","","",469.36,premium first,,"",""
A_rolling_90d_slide,2011-09-23,2012-09-22,0.999,-1.2235718328577614,-1.0924518659672195,-333.91,-1775.34,0.29,1.78,1776.10,7,,,2026-07-12 00:30:18,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,98224.66,-47.3,359.63,472.88,-498.92,-576.12,2,44.6,100000.76,98224.66,4,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2011-09-23:2012-09-22,,,"","","",467.79,premium first,,"",""
A_rolling_90d_slide,2011-12-22,2012-12-21,0.999,-1.1294289780996138,-1.1750761682570372,-311.1,-1683.34,0.29,2.15,2150.72,7,,,2026-07-12 00:30:18,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,98316.66,-43.46,356.88,467.38,-479.42,-576.12,2,44.1,100000.0,97849.28,6,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2011-12-22:2012-12-21,,,"","","",458.36,premium first,,"",""
A_rolling_90d_slide,2012-03-21,2013-03-21,0.999,-0.2854516664605053,-1.064086778410937,-163.97,-904.34,0.43,1.33,1328.72,7,,,2026-07-12 00:30:19,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,99095.66,-22.09,379.38,467.38,-510.62,-592.12,3,44.4,100000.0,98671.28,6,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2012-03-21:2013-03-21,,,"","","",447.93,premium first,,"",""
A_rolling_90d_slide,2012-06-19,2013-06-19,0.999,0.41808844750597846,-0.16676276168586074,-29.59,-165.72,0.5,1.00,998.98,6,,,2026-07-12 00:30:20,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,99834.28,-4.74,433.55,467.38,-488.79,-592.12,3,44.7,100000.0,99001.02,5,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2012-06-19:2013-06-19,,,"","","",439.33,premium first,,"",""
A_rolling_90d_slide,2012-09-17,2013-09-17,0.999,0.48521817354445446,-0.34729005679536035,1.73,9.66,0.57,1.71,1713.86,7,,,2026-07-12 00:30:20,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,100009.66,-0.27,430.88,456.88,-571.29,-592.12,4,44.9,100000.0,98286.14,6,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2012-09-17:2013-09-17,,,"","","",441.36,premium first,,"",""
A_rolling_90d_slide,2012-12-16,2013-12-16,0.999,0.5158007649052678,0.5491487085080292,1.64,9.16,0.57,1.11,1122.24,7,,,2026-07-12 00:30:21,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,100009.16,-0.27,430.88,456.88,-571.45,-592.12,4,45.1,101131.4,100009.16,2,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2012-12-16:2013-12-16,,,"","","",441.29,premium first,,"",""
A_rolling_90d_slide,2013-03-16,2014-03-16,0.999,0.6541752597134268,-0.10650956970857199,40.86,238.54,0.62,1.11,1122.24,8,,,2026-07-12 00:30:22,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,100238.54,3.11,389.78,456.88,-570.12,-588.12,5,44.6,100721.02,99598.78,3,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2013-03-16:2014-03-16,,,"","","",415.69,premium first,,"",""
A_rolling_90d_slide,2013-06-14,2014-06-14,0.999,-0.5867642176253404,0.16246252265131955,-51.6,-299.96,0.5,1.18,1190.22,8,,,2026-07-12 00:30:23,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,99700.04,-8.72,382.5,456.88,-457.5,-587.12,4,45.1,100890.26,99700.04,5,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2013-06-14:2014-06-14,,,"","","",418.12,premium first,,"",""
A_rolling_90d_slide,2013-09-12,2014-09-12,0.999,-0.6005480132021029,-0.4873865060633267,-226.59,-1319.96,0.38,1.32,1319.96,8,,,2026-07-12 00:30:23,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,98680.04,-32.73,353.88,421.88,-476.32,-587.12,3,45.1,100000.0,98680.04,7,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2013-09-12:2014-09-12,,,"","","",416.88,premium first,,"",""
A_rolling_90d_slide,2013-12-11,2014-12-11,0.999,-0.37661202160912427,-0.4903922390777431,-42.97,-246.96,0.5,1.30,1304.60,8,,,2026-07-12 00:30:24,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,99753.04,-10.83,369.88,421.88,-431.62,-587.12,4,44.6,100639.76,99335.16,5,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2013-12-11:2014-12-11,,,"","","",424.75,premium first,,"",""
A_rolling_90d_slide,2014-03-11,2015-03-11,0.999,0.8229642387843706,1.0199510518956214,272.8,1505.04,0.75,0.65,655.86,8,,,2026-07-12 00:30:25,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,101505.04,32.68,434.05,478.38,-549.62,-572.12,6,45.1,100417.88,99762.02,4,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2014-03-11:2015-03-11,,,"","","",447.75,premium first,,"",""
A_rolling_90d_slide,2014-06-09,2015-06-09,0.999,50.56192176763211,2.9147421927964894,672.8,3626.54,1.0,0.00,0.00,8,,,2026-07-12 00:30:26,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,103626.54,84.43,453.32,493.38,0.0,421.88,8,45.9,100000.0,100000.0,0,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2014-06-09:2015-06-09,,,"","","",460.44,premium first,,"",""
A_rolling_90d_slide,2014-09-07,2015-09-07,0.999,1.691223889664835,1.332417467797761,425.16,2254.54,0.88,0.54,552.12,8,,,2026-07-12 00:30:26,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,102254.54,53.77,400.95,512.88,-552.12,-552.12,7,44.9,102806.66,102254.54,0,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2014-09-07:2015-09-07,,,"","","",469.19,premium first,,"",""
A_rolling_90d_slide,2014-12-06,2015-12-06,0.999,0.9826991861017706,1.1564850068311767,328.66,1723.54,0.75,1.02,1039.24,8,,,2026-07-12 00:30:27,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,101723.54,39.32,460.46,511.38,-519.62,-552.12,6,45.1,102310.4,101271.16,2,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2014-12-06:2015-12-06,,,"","","",475.06,premium first,,"",""
A_rolling_90d_slide,2015-03-06,2016-03-05,0.999,-0.4456332936333175,0.05128880979709812,-31.15,-157.96,0.5,1.59,1610.60,8,,,2026-07-12 00:30:28,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,99842.04,-5.54,476.25,491.88,-515.75,-552.12,4,45.1,101452.64,99842.04,4,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2015-03-06:2016-03-05,,,"","","",492.38,premium first,,"",""
A_rolling_90d_slide,2015-06-04,2016-06-03,0.999,-1.19999768130679,-0.8205986659643194,-224.06,-1123.96,0.38,2.54,2557.10,8,,,2026-07-12 00:30:29,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,98876.04,-29.87,477.71,487.38,-511.42,-541.62,3,45.5,100487.38,97930.28,6,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2015-06-04:2016-06-03,,,"","","",497.88,premium first,,"",""
A_rolling_90d_slide,2015-09-02,2016-09-01,0.999,0.39756269404627925,0.5416392733364332,211.21,1112.92,0.67,0.62,623.60,9,,,2026-07-12 00:30:30,iron condor,0.999,1,"[45, 45, 45, 45]","","[null, 0.25, 0.25, null]","",100000,101112.92,22.62,452.05,508.38,-533.12,-542.12,6,45.0,100900.76,100277.16,6,"",1,,,1.0,0.8,10,7500,IRON_CONDOR_SPREAD_45_2015-09-02:2016-09-01,,,"","","",472.56,premium first,,"",""
