scheme,start,end,window_years,sharpe,mtm_sharpe,ret_yr,roi,total_pnl,win_rate,max_dd_pct,max_dd_usd,total_trades,cum_avg_sharpe,cum_avg_ret_yr,timestamp,symbol,futures_strategy,period,quantity,fill_price,initial_capital,final_capital,avg_win,max_win,avg_loss,max_loss,winning_trades,avg_days_held,peak_capital,trough_capital,dd_duration,execution_time,leverage,avg_margin_utilization,total_fees,ts_exit_threshold,ts_entry_threshold,exit_on_ts_crossover,param_string
C_capped_rolling,2010-01-01,2012-01-01,1.999,0.5416001350395686,,13.17,3.76,1805.42,0.71,-1.09,-2767.28,7,,,2026-07-17 21:49:59,MES,long_futures,1.999,2,mid,250000.0,251805.42,650.56,1215.06,-723.69,-1207.44,5,79.1,253015.19,250247.91,208,"",1.0,0.0274,17.08,,,false,MES_LONG_FUTURES_2010-01-01:2012-01-01
C_capped_rolling,2010-01-01,2013-01-01,3.001,0.6796122542569352,,17.54,4.78,3609.41,0.64,-1.09,-2767.28,11,,,2026-07-17 21:50:00,MES,long_futures,3.001,2,mid,250000.0,253609.41,839.7,1361.31,-567.13,-1207.44,7,84.1,253015.19,250247.91,248,"",1.0,0.0274,26.84,,,false,MES_LONG_FUTURES_2010-01-01:2013-01-01
C_capped_rolling,2010-01-01,2014-01-01,4.0,1.091242417675746,,25.94,6.92,7117.15,0.73,-1.09,-2767.28,15,,,2026-07-17 21:50:00,MES,long_futures,4.0,2,mid,250000.0,257117.15,853.24,1361.31,-567.13,-1207.44,11,85.9,253015.19,250247.91,248,"",1.0,0.0274,36.6,,,false,MES_LONG_FUTURES_2010-01-01:2014-01-01
C_capped_rolling,2010-01-01,2015-01-01,4.999,1.2460014105196882,,27.26,7.17,9347.39,0.79,-1.09,-2767.28,19,,,2026-07-17 21:50:00,MES,long_futures,4.999,2,mid,250000.0,259347.39,774.39,1361.31,-567.13,-1207.44,15,87.0,253015.19,250247.91,248,"",1.0,0.0274,46.36,,,false,MES_LONG_FUTURES_2010-01-01:2015-01-01
C_capped_rolling,2011-01-01,2016-01-01,4.999,0.8421566316451934,,21.84,5.46,7488.7,0.75,-1.1,-2772.49,20,,,2026-07-17 21:50:01,MES,long_futures,4.999,2,mid,250000.0,257488.7,730.81,1361.31,-694.69,-1207.44,15,90.3,258671.07,255898.58,248,"",1.0,0.0274,48.8,,,false,MES_LONG_FUTURES_2011-01-01:2016-01-01
C_capped_rolling,2012-01-01,2017-01-01,5.002,1.2607489222843515,,28.54,7.14,9791.2,0.85,-1.16,-2987.37,20,,,2026-07-17 21:50:01,MES,long_futures,5.002,2,mid,250000.0,259791.2,695.13,1361.31,-675.36,-1204.94,17,90.2,258494.58,255507.21,353,"",1.0,0.0274,48.8,,,false,MES_LONG_FUTURES_2012-01-01:2017-01-01
C_capped_rolling,2013-01-01,2018-01-01,4.999,1.7113823686487637,,35.12,8.78,12039.95,0.95,-1.16,-2987.37,20,,,2026-07-17 21:50:02,MES,long_futures,4.999,2,mid,250000.0,262039.95,697.1,1773.81,-1204.94,-1204.94,19,90.2,256774.34,253786.97,353,"",1.0,0.0274,48.8,,,false,MES_LONG_FUTURES_2013-01-01:2018-01-01
C_capped_rolling,2014-01-01,2019-01-01,4.999,0.6160057274488688,,21.47,5.37,7359.95,0.85,-1.39,-3633.64,20,,,2026-07-17 21:50:02,MES,long_futures,4.999,2,mid,250000.0,257359.95,697.05,1773.81,-1496.61,-3204.94,17,90.5,260993.59,257359.95,353,"",1.0,0.0274,48.8,,,false,MES_LONG_FUTURES_2014-01-01:2019-01-01
C_capped_rolling,2015-01-01,2020-01-01,4.999,0.8529438600272021,,32.81,8.2,11249.95,0.85,-2.29,-5932.34,20,,,2026-07-17 21:50:03,MES,long_futures,4.999,2,mid,250000.0,261249.95,925.87,1937.56,-1496.61,-3204.94,17,90.5,258744.6,252812.26,353,"",1.0,0.0274,48.8,,,false,MES_LONG_FUTURES_2015-01-01:2020-01-01
C_capped_rolling,2016-01-01,2021-01-01,5.002,0.5863745736516113,,47.37,11.85,16249.95,0.8,-4.56,-12009.99,20,,,2026-07-17 21:50:03,MES,long_futures,5.002,2,mid,250000.0,266249.95,1687.09,5526.31,-2685.88,-7233.69,16,90.3,263470.96,251460.97,182,"",1.0,0.0274,48.8,,,false,MES_LONG_FUTURES_2016-01-01:2021-01-01
C_capped_rolling,2017-01-01,2022-01-01,4.999,0.7779537655210692,,71.46,17.86,24501.2,0.85,-4.59,-12009.99,20,,,2026-07-17 21:50:04,MES,long_futures,4.999,2,mid,250000.0,274501.2,2059.99,5526.31,-3506.19,-7233.69,17,90.3,261456.97,249446.98,182,"",1.0,0.0274,48.8,,,false,MES_LONG_FUTURES_2017-01-01:2022-01-01
C_capped_rolling,2018-01-01,2023-01-01,4.999,0.32979160013834036,,37.22,9.3,12759.95,0.7,-4.67,-12019.82,20,,,2026-07-17 21:50:04,MES,long_futures,4.999,2,mid,250000.0,262759.95,2401.4,5526.31,-3476.61,-7233.69,14,90.3,271045.91,259026.09,313,"",1.0,0.0274,48.8,,,false,MES_LONG_FUTURES_2018-01-01:2023-01-01
C_capped_rolling,2019-01-01,2024-01-01,4.999,0.5133610250032958,,61.1,15.27,20948.7,0.75,-4.64,-12019.82,20,,,2026-07-17 21:50:05,MES,long_futures,4.999,2,mid,250000.0,270948.7,2624.98,5526.31,-3685.19,-7233.69,15,90.2,272696.92,260677.1,624,"",1.0,0.0274,48.8,,,false,MES_LONG_FUTURES_2019-01-01:2024-01-01
C_capped_rolling,2020-01-01,2025-01-01,5.002,1.1449708561981329,,82.52,20.64,28308.7,0.75,-4.77,-12019.82,20,,,2026-07-17 21:50:05,MES,long_futures,5.002,2,mid,250000.0,278308.7,3149.31,5526.31,-3786.19,-7738.69,15,90.5,265467.93,253448.11,613,"",1.0,0.0274,48.8,,,false,MES_LONG_FUTURES_2020-01-01:2025-01-01
C_capped_rolling,2021-01-01,2026-01-01,4.999,0.8192443746403567,,90.0,22.49,30854.95,0.75,-4.62,-12417.44,20,,,2026-07-17 21:50:06,MES,long_futures,4.999,2,mid,250000.0,280854.95,3083.31,5851.31,-3078.94,-4904.94,15,90.3,274023.46,261606.02,613,"",1.0,0.0274,48.8,,,false,MES_LONG_FUTURES_2021-01-01:2026-01-01
C_capped_rolling,2022-01-01,2026-01-15,4.038,0.9657293664128466,,74.43,18.78,20613.46,0.69,-4.79,-12417.44,16,,,2026-07-17 21:50:06,MES,long_futures,4.038,2,mid,250000.0,270613.46,3342.79,5851.31,-3231.44,-5667.44,11,90.2,263781.97,251364.53,608,"",1.0,0.0274,39.04,,,false,MES_LONG_FUTURES_2022-01-01:2026-01-15
